normalized_subjs	rel_normalized	normalized_objs	count	sampleTripleSubj	sampleTripleRel	sampleTripleObj	sampleTweetText	sampleTripleTweetIds
organisation	drive	sustainable growth	6	organisations	drive	sustainable growth	Discover how organisations can drive sustainable growth by attracting the right skills, talent, tech and leadership in a potential £48 billion boost to the UK economy. Download the latest research from @Microsoft here. #reimagine #digitaltransformation https://t.co/wpdK62yYkS	1424764786881990912
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/eEJY46YZkG	1413981240433197056
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/QJTt9A4Gm8	1427654517298970880
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/QtgSYK6Zzc	1429536162474041088
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/sUWxB2DazB	1434149558003674880
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/oteUaeDLrR	1413981240433197056
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/eEJY46YZkG	1416949983149010944
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/e4OPUC7GDV	1434149558003674880
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/oteUaeDLrR	1434149558003674880
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/sUWxB2DazB	1413981240433197056
our podcast	have	answer	8	Our podcast	has	answer	[podcast] Where should you go if you want to connect with like-minded information professionals? Our podcast has the answer, give it a listen: https://t.co/a2eUD8FYAS #ECM #DigitalTransformation https://t.co/sUWxB2DazB	1422288404897799936
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/gjgnmQJ6iJ	1419124302968930048
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/VPRZ12ci6V	1424560102053404928
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/VPRZ12ci6V	1416295179384992000
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/Z0sdrUamQD	1426880892795040000
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/c67vzw0ckP	1430065921276748032
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/dph14YYo7P	1419124302968930048
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/dph14YYo7P	1424560102053404928
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/sUIEJNXblG	1430065921276748032
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/Z0sdrUamQD	1432965014575623936
peggy winton	join	kevin craine	7	Peggy Winton	joins	Kevin Craine	[podcast] Peggy Winton joins Kevin Craine to chat about what she sees for AIIM and the industry in 2018: https://t.co/WmMApIvXqS #ECM #DigitalTransformation https://t.co/dph14YYo7P	1419124302968930048
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles.  @McKinsey_MGI https://t.co/MOcfb5YXlb rt @antgrasso #DigitalID #DigitalTransformation https://t.co/44SwHsEIav	1433756397141851904
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles. By @McKinsey_MGI https://t.co/WkWbwZ0zPq rt @antgrasso #DigitalID #DigitalTransformation https://t.co/dBt0wMb8xA	1419741596338295040
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles.  @McKinsey_MGI https://t.co/MOcfb5YXlb rt @antgrasso #DigitalID #DigitalTransformation https://t.co/44SwHsEIav	1421626895129628928
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles.  @McKinsey_MGI https://t.co/MOcfb5YXlb rt @antgrasso #DigitalID #DigitalTransformation https://t.co/44SwHsEIav	1433756397141851904
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles.  @McKinsey_MGI https://t.co/dBkvk0un2b rt @antgrasso #DigitalID #DigitalTransformation https://t.co/5pm8qTHkxS	1424859860987006976
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles. By @McKinsey_MGI https://t.co/WkWbwZ0zPq rt @antgrasso #DigitalID #DigitalTransformation https://t.co/dBt0wMb8xA	1415289008486288896
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles.  @McKinsey_MGI https://t.co/NJeSgU9ifr rt @antgrasso #DigitalID #DigitalTransformation https://t.co/iXkfhOr3ea	1415289008486288896
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles.  @McKinsey_MGI https://t.co/NJeSgU9ifr rt @antgrasso #DigitalID #DigitalTransformation https://t.co/iXkfhOr3ea	1415289008486288896
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles. By @McKinsey_MGI https://t.co/WkWbwZ0zPq rt @antgrasso #DigitalID #DigitalTransformation https://t.co/dBt0wMb8xA	1430725967719411968
people	use	digital identification	6	People	use	Digital Identification	People can use Digital Identification to interact with businesses, governments, and other individuals in Six Roles. By @McKinsey_MGI https://t.co/AFbapfieSt rt @antgrasso #DigitalID #DigitalTransformation https://t.co/BPrsgx1GCs	1424859860987006976
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing their supply chain's resilience to face the future. Six strategies can help you along the way. #Infographic by @antgrasso via @dbi_srl &gt; #SupplyChain #DigitalTransformation #Automation https://t.co/0UsAN9SGiq	1427764465253114112
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing the resilience of their supply chain to face the future. Six strategies can help you along the way. #Infographic rt @antgrasso #SupplyChain #DigitalTransformation https://t.co/2U2HB2RbRR	1427764465253114112
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing the resilience of their supply chain to face the future. Six strategies can help you along the way. Rt #infographic by @antgrasso #SupplyChain #DigitalTransformation https://t.co/xtZdEcMQqv	1414071958510132992
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing the resilience of their supply chain to face the future. Six strategies can help you along the way. RT #infographic by @antgrasso #SupplyChain #DigitalTransformation https://t.co/pi9skQGR7Z	1416202523216601088
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing the resilience of their supply chain to face the future. Six strategies can help you along the way. Rt #infographic by @antgrasso #SupplyChain #DigitalTransformation https://t.co/xtZdEcMQqv	1427764465253114112
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing the resilience of their supply chain to face the future. Six strategies can help you along the way. #Infographic rt @antgrasso #SupplyChain #DigitalTransformation https://t.co/2U2HB2RbRR	1432417881225146112
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing their supply chain's resilience to face the future. Six strategies can help you along the way. #Infographic by @antgrasso via @dbi_srl &gt; #SupplyChain #DigitalTransformation #Automation https://t.co/0UsAN9SGiq	1432417881225146112
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing their supply chain's resilience to face the future. Six strategies can help you along the way. #Infographic by @antgrasso via @dbi_srl &gt; #SupplyChain #DigitalTransformation #Automation https://t.co/0UsAN9SGiq	1425383816567348992
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing their supply chain's resilience to face the future. Six strategies can help you along the way. #Infographic by @antgrasso via @dbi_srl &gt; #SupplyChain #DigitalTransformation #Automation https://t.co/0UsAN9SGiq	1416202523216601088
research	highlight	need	6	Research	highlights	need	Research by @Gartner_inc highlights the need for businesses to focus on increasing the resilience of their supply chain to face the future. Six strategies can help you along the way. #Infographic rt @antgrasso #SupplyChain #DigitalTransformation https://t.co/2U2HB2RbRR	1416202523216601088
researcher	use	artificial intelligence	9	Researchers	using	Artificial Intelligence	Researchers are using Artificial Intelligence to predict how the compositions of metal alloys and metal oxides affect their electronic structures... #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/nhb3Lsxior https://t.co/g1hNkRlMcd	1421153745082228992
researcher	use	artificial intelligence	9	Researchers	using	Artificial Intelligence	Researchers are using Artificial Intelligence to identify early signs of Alzheimer's disease — seemingly benign things like how a person walks, talks, and sleeps can prove to be symptoms. #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/bBBhRzwXbc	1419402113348739072
researcher	use	artificial intelligence	9	Researchers	using	Artificial Intelligence	Researchers in California have used Artificial Intelligence to successfully translate brainwaves of a paralyzed stroke victim, who could no longer speak, into understandable sentences... #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/UffudAiFrI	1417197656024157952
researcher	use	artificial intelligence	9	Researchers	using	Artificial Intelligence	Researchers are using Artificial Intelligence to predict how the compositions of metal alloys and metal oxides affect their electronic structures... #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/nhb3Lsxior https://t.co/g1hNkRlMcd	1421153745082228992
researcher	use	artificial intelligence	9	Researchers	using	Artificial Intelligence	Researchers are using Artificial Intelligence to find ways to reduce the amount of radiation patients are exposed to in medical care... #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/qCQ2FuHiWz https://t.co/Cp8VTmEspJ	1419402113348739072
researcher	use	artificial intelligence	9	Researchers	using	Artificial Intelligence	Researchers in California have used Artificial Intelligence to successfully translate brainwaves of a paralyzed stroke victim, who could no longer speak, into understandable sentences... #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/UffudAiFrI	1421153745082228992
researcher	use	artificial intelligence	9	Researchers	using	Artificial Intelligence	Researchers are using Artificial Intelligence to find ways to generate high-quality images of people's faces from poor-quality source photographs...   #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/XRJ0LxoQ6t	1416774796944317952
researcher	use	artificial intelligence	9	Researchers	using	Artificial Intelligence	Researchers in California have used Artificial Intelligence to successfully translate brainwaves of a paralyzed stroke victim, who could no longer speak, into understandable sentences... #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/UffudAiFrI	1421153745082228992
researcher	use	artificial intelligence	9	Researchers	using	Artificial Intelligence	Researchers are using Artificial Intelligence to find ways to reduce the amount of radiation patients are exposed to in medical care... #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/qCQ2FuHiWz https://t.co/Cp8VTmEspJ	1419764602045358080
researcher	use	artificial intelligence	9	Researchers	used	Artificial Intelligence	Researchers are using Artificial Intelligence to identify early signs of Alzheimer's disease — seemingly benign things like how a person walks, talks, and sleeps can prove to be symptoms. #AI #ML #futurism #IntelligenceFactory #digitaltransformation #DX https://t.co/bBBhRzwXbc	1430998577468355072
sign	make	progress	8	signs	making	Progress	The right path to #digitaltransformation can be challenging to follow. @4enterprisers shares 7 signs you're making progress on your business's DT journey: https://t.co/PrhC7V35ZG	1419281294975016960
sign	make	progress	8	signs	making	Progress	Digital transformation: 7 signs you're making progress. &gt;&gt; https://t.co/pJIhDS9Fot #digitaltransformation	1414692057311059968
sign	make	progress	8	signs	making	progress	#Digitaltransformation: 7 signs you're making progress https://t.co/aS6YprjMov via @4enterprisers	1416042939017572096
sign	make	progress	8	signs	making	progress	#Digitaltransformation: 7 signs you're making progress https://t.co/aS6YprjMov via @4enterprisers	1418214287407927040
sign	make	progress	8	Signs	making	Progress	#DigitalTransformation: 7 signs you're making progress https://t.co/s3uYSGg9vb #Insurtech #fintech #MachineLearning #BigData @TheAdityaPatro @KanezaDiane @postoff25 @enricomolinari @Ronald_vanLoon @AshokNellikar @smaksked @vanivina9 @AlAmadi1 @azhangGKC @bimedotcom @baski_LA https://t.co/HKRXwcyMVl	1422482534336712960
sign	make	progress	8	Signs	making	Progress	#DigitalTransformation: 7 Signs You're Making Progress https://t.co/xLCxE4sfDz	1425201048021618944
sign	make	progress	8	signs	making	Progress	Digital transformation: 7 signs you're making progress. &gt;&gt; https://t.co/pJIhDS9Fot #digitaltransformation	1414161746374402048
sign	make	progress	8	signs	making	Progress	If you have embarked on #digitaltransformation initiatives over the last year and aren’t sure how successful it has been, check out these 7 signs you’re making progress. https://t.co/JTGRD6xwla	1422482534336712960
sign	make	progress	8	signs	making	Progress	Digital transformation: 7 signs you're making progress. &gt;&gt; https://t.co/pJIhDS9Fot #digitaltransformation	1425201048021618944
sign	make	progress	8	signs	making	progress	If you have embarked on #digitaltransformation initiatives over the last year and aren’t sure how successful it has been, check out these 7 signs you’re making progress. https://t.co/JTGRD6xwla	1419281294975016960
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the needs of the business. A more strategic model could hold the key. @McKinsey https://t.co/7vnpoD7dC5 rt @antgrasso #DigitalTransformation https://t.co/CUzm78jw7W	1432687917680452096
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the wider business's needs. A more strategic model could hold the key. @McKinsey https://t.co/lqtO0VsyQ1 @antgrasso #DigitalTransformation https://t.co/iZCfwqQ8gf	1416789952164205056
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the wider business's needs. A more strategic model could hold the key. @McKinsey https://t.co/Tm4E3PTge2 mt @antgrasso #DigitalTransformation https://t.co/FneBNzDt47	1423177358455066880
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the wider business's needs. A more strategic model could hold the key. @McKinsey https://t.co/uFIVV1P9Ne mt @antgrasso #DigitalTransformation https://t.co/5yYzofvv2A	1432687917680452096
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the wider business's needs. A more strategic model could hold the key. @McKinsey https://t.co/lqtO0VsyQ1 @antgrasso #DigitalTransformation https://t.co/iZCfwqQ8gf	1413992978293699072
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the wider business's needs. A more strategic model could hold the key. @McKinsey https://t.co/Tm4E3PTge2 mt @antgrasso #DigitalTransformation https://t.co/FneBNzDt47	1423177358455066880
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the needs of the business. A more strategic model could hold the key. @McKinsey https://t.co/7vnpoD7dC5 rt @antgrasso #DigitalTransformation https://t.co/CUzm78jw7W	1423177358455066880
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the wider business's needs. A more strategic model could hold the key. @McKinsey https://t.co/MOMKbd46Wj @antgrasso #DigitalTransformation https://t.co/eMQA7uEBbA	1416789952164205056
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the wider business's needs. A more strategic model could hold the key. @McKinsey https://t.co/uFIVV1P9Ne mt @antgrasso #DigitalTransformation https://t.co/5yYzofvv2A	1424208613392977920
strategic model	hold	key	7	strategic model	hold	key	General and administrative functions are under pressure to become more digital, more agile, and better aligned to the needs of the business. A more strategic model could hold the key. Link &gt; https://t.co/98fcL4vNHl @McKinsey @antgrasso via @LindaGrass0 #DigitalTransformation https://t.co/gIg0x5c8uE	1423177358455066880
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/qp6a4p5cMc	1421561406835527936
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/2uqBZm447J	1419749512868998912
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/0gRmLpjMH8	1416125614138999040
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/2uqBZm447J	1426649880852839936
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/57nC2nE4YT	1426649880852839936
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/aRoKGHuj8y	1430273845060148992
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/aRoKGHuj8y	1421561406835527936
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/aRoKGHuj8y	1419749512868998912
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/2uqBZm447J	1432448406916674048
technology innovation	grow	top line	6	Technology innovation	grows	top line	#DigitalTransformation is no longer the preserve of the #CIO. #CFO's harness power of data &amp; technology for efficiency &amp; growth. Technology innovation grows the top line incrementally &amp; business innovation allows you to grow faster than your competitors. https://t.co/q3mHtl9rPC https://t.co/2uqBZm447J	1426649880852839936
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/HouIEmZCKl https://t.co/0vTTPRuGKv	1425110806476247040
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/xkfscLiZwx https://t.co/JbaAiB5hLL	1425110806476247040
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/RXvH5qFu1g https://t.co/uOLuFPW4YP	1430185203352411904
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/HouIEmZCKl https://t.co/0vTTPRuGKv	1420125674120024064
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/p3AXlBkAjk https://t.co/XWvAn9Q7D4	1423345822956151040
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/VcxDy6rPZV https://t.co/NiHJEof468	1415051155093217024
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/HouIEmZCKl https://t.co/0vTTPRuGKv	1427649311089828096
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/01uavwWRuf https://t.co/yL8Qz2bDw7	1427649311089828096
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/xkfscLiZwx https://t.co/JbaAiB5hLL	1423345822956151040
two b2b company	leverage	cx analytics	8	two B2B companies	leverage	CX Analytics	Learn how two B2B companies leverage CX Analytics to address and overcome some of their digital transformation challenges. Watch @pereion's B2B webinar on-demand.    #digitaltransformation #customerexperience #B2B https://t.co/VcxDy6rPZV https://t.co/NiHJEof468	1423345822956151040
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/m4YMn0d5hB	1432139344672869888
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/GNZDAbY1rr	1425978713120902912
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/bHkotsjOO1	1423166175324918016
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/GOYPK5u1yi	1425978713120902912
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/LDPR3uSRB0	1425978713120902912
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/bHkotsjOO1	1417730361459716096
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/IfXRwXshWa	1417730361459716096
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/bHkotsjOO1	1423166175324918016
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/m4YMn0d5hB	1417730361459716096
varun talwa	discuss	next generation	8	Varun Talwa	discusses	next generation	Varun Talwa from Tetrate and I discusses the next generation of #cloudcomputing  and how a microservices architecture can be used to build scalable and dynamic business applications. https://t.co/0ZydlwLYOo  #digitaltransformation https://t.co/m4YMn0d5hB	1428774427253252096
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/87h7vqEuPX	1426332761883808000
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/YtMEVaM9FJ	1430636407681437952
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/Or2REZsG3Y	1430636407681437952
